folio,genero,rango_edad,alcaldia,turno_simulado,sede_asignada_simulada,discapacidad,lengua_indigena,comunidad_indigena,acceso_internet,tiene_beca,estatus_registro
REG26-132629,Hombre,36-40,TLAHUAC,Matutino,015_SU_TLH - ROSARIO CASTELLANOS,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-132632,Mujer,31-35,COYOACÁN,Vespertino,261_SP_COY - CARMEN SERDÁN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-132635,Hombre,21-25,GUSTAVO A. MADERO,Vespertino,069_NT_GAM - 100 METROS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132647,Hombre,16-20,IZTACALCO,Vespertino,214_CO_IZT - JARDINES TECMA,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-132671,Hombre,46-50,IZTAPALAPA,Matutino,012_IZ_IZP - GABRIELA MISTRAL,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-132680,Hombre,26-30,COYOACÁN,Matutino,084_SP_COY - EL RELOJ,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132686,Hombre,41-45,MIGUEL HIDALGO,Vespertino,037_PT_MIH - CANEGUÍN-ELVIA CARILLO PUERTO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132692,Mujer,36-40,IZTACALCO,Vespertino,"213_CO_IZT - FERNANDA ""LA CHATA"" CAMPA",No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132704,Mujer,21-25,IZTAPALAPA,Matutino,228_IZ_IZP - URSULO GALVAN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132707,Mujer,16-20,IZTAPALAPA,Matutino,174_IZ_IZP - PARQUE PATOLLI,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132719,Mujer,31-35,IZTAPALAPA,Vespertino,176_IZ_IZP - REFORMA POLÍTICA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132731,Mujer,21-25,VENUSTIANO CARRANZA,Vespertino,279_CO_VCA - TEPITO MORELOS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132737,Mujer,51+,CUAUHTÉMOC,Vespertino,132_CO_CUH - MARIANO ABASOLO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-132740,Mujer,36-40,TLAHUAC,Matutino,237_SU_TLH - SANTA CATARINA YECAHUIZOTL,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132743,Mujer,36-40,ÁLVARO OBREGÓN,Matutino,119_PT_AOB - LAS ÁGUILAS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132749,Mujer,46-50,COYOACÁN,Matutino,079_SP_COY - SANTA ANA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-132755,Mujer,26-30,ÁLVARO OBREGÓN,Matutino,024_PT_AOB - BELÉN DE LAS FLORES,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132776,Mujer,21-25,GUSTAVO A. MADERO,Matutino,136_NT_GAM - SAN FELIPE DE JESÚS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132785,Hombre,16-20,IZTAPALAPA,Matutino,142_IZ_IZP - VALLE DE LUCES,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-132791,Hombre,21-25,XOCHIMILCO,Matutino,153_SU_XOC - ACUEXCOMATL,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-132794,Mujer,36-40,IZTAPALAPA,Matutino,076_IZ_IZP - PURÍSIMA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132800,Hombre,26-30,ÁLVARO OBREGÓN,Vespertino,040_PT_AOB - SANTA FE,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-132803,Mujer,26-30,TLALPAN,Matutino,039_SP_TLP - TIZIMÍN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132809,Hombre,36-40,TLALPAN,Matutino,080_SP_TLP - CUCHILLA DE PADIERNA,Sí,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132812,Hombre,31-35,CUAUHTÉMOC,Vespertino,132_CO_CUH - MARIANO ABASOLO,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-132821,Hombre,26-30,VENUSTIANO CARRANZA,Matutino,152_CO_VCA - PELÓN OSUNA,Sí,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132830,Mujer,21-25,GUSTAVO A. MADERO,Matutino,164_NT_GAM - RAÚL ÁLVAREZ GARÍN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132836,Mujer,51+,AZCAPOTZALCO,Vespertino,192_NT_AZC - RINI TEMPLETON,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132845,Mujer,41-45,XOCHIMILCO,Vespertino,154_SU_XOC - AHUALAPA,No,No,No,No,Sí,Aceptado (pendiente de validación)
REG26-132848,Mujer,31-35,TLAHUAC,Matutino,237_SU_TLH - SANTA CATARINA YECAHUIZOTL,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-132851,Hombre,41-45,IZTAPALAPA,Matutino,074_IZ_IZP - ESCUADRÓN 201,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132857,Mujer,26-30,TLALPAN,Matutino,039_SP_TLP - TIZIMÍN,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-132860,Mujer,21-25,MILPA ALTA,Matutino,180_SU_MIA - SAN JERÓNIMO MIACATLAN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-132863,Mujer,41-45,LA MAGDALENA CONTRERAS,Vespertino,231_SP_MAC - LA HIGUERA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132866,Mujer,16-20,ÁLVARO OBREGÓN,Vespertino,105_PT_AOB - OLIVAR DEL CONDE,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-132902,Mujer,46-50,AZCAPOTZALCO,Vespertino,193_NT_AZC - VIRGILIO CABALLERO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132908,Mujer,21-25,IZTAPALAPA,Matutino,227_IZ_IZP - SAN LORENZO TEZONCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132911,Hombre,31-35,TLALPAN,Vespertino,246_SP_TLP - TEPEXIMILPA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132923,Mujer,51+,IZTACALCO,Vespertino,050_CO_IZT - LA FORTALEZA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132929,Mujer,41-45,XOCHIMILCO,Vespertino,153_SU_XOC - ACUEXCOMATL,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-132944,Hombre,46-50,IZTAPALAPA,Vespertino,020_IZ_IZP - CENTRAL DE ABASTO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132953,Mujer,21-25,MIGUEL HIDALGO,Matutino,090_PT_MIH - ROSARIO IBARRA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132965,Mujer,21-25,VENUSTIANO CARRANZA,Vespertino,279_CO_VCA - TEPITO MORELOS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132968,Mujer,31-35,CUAJIMALPA DE MORELOS,Vespertino,158_PT_CUM - CONTADERO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-132974,Mujer,36-40,IZTAPALAPA,Vespertino,266_IZ_IZP - EJERCITO DE ORIENTE,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-132989,Mujer,31-35,ÁLVARO OBREGÓN,Vespertino,258_PT_AOB - PILOTO,No,No,No,No,Sí,Aceptado (pendiente de validación)
REG26-133001,Mujer,16-20,COYOACÁN,Matutino,096_SP_COY - TAXQUEÑA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133004,Mujer,46-50,MIGUEL HIDALGO,Matutino,090_PT_MIH - ROSARIO IBARRA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133013,Mujer,21-25,XOCHIMILCO,Vespertino,255_SU_XOC - SAN MARCOS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133016,Hombre,21-25,TLAHUAC,Matutino,015_SU_TLH - ROSARIO CASTELLANOS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133022,Mujer,26-30,XOCHIMILCO,Vespertino,028_SU_XOC - SAN LUCAS XOCHIMANCA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133034,Mujer,31-35,TLALPAN,Vespertino,246_SP_TLP - TEPEXIMILPA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133052,Mujer,36-40,COYOACÁN,Matutino,079_SP_COY - SANTA ANA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-133055,Mujer,31-35,GUSTAVO A. MADERO,Matutino,167_NT_GAM - REVOLUCIÓN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133070,Hombre,36-40,TLAHUAC,Matutino,085_SU_TLH - MIGUEL HIDALGO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133073,Mujer,21-25,COYOACÁN,Matutino,096_SP_COY - TAXQUEÑA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133085,Mujer,26-30,IZTACALCO,Matutino,031_CO_IZT - PAQUITA CALVO ZAPATA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133097,Mujer,36-40,ÁLVARO OBREGÓN,Vespertino,"043_PT_AOB - ÁRBOL DEL CONOCIMIENTO  BERTHA ""LA CHANECA"" MALDONADO",No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133112,Mujer,31-35,TLAHUAC,Matutino,237_SU_TLH - SANTA CATARINA YECAHUIZOTL,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133121,Mujer,21-25,COYOACÁN,Matutino,079_SP_COY - SANTA ANA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133133,Hombre,36-40,IZTAPALAPA,Matutino,225_IZ_IZP - EDUARDO GALEANO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133157,Mujer,21-25,MIGUEL HIDALGO,Vespertino,289_PT_MIH - TACUBAYA- NAHUI OLLIN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133166,Hombre,46-50,IZTAPALAPA,Matutino,227_IZ_IZP - SAN LORENZO TEZONCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133169,Mujer,21-25,IZTAPALAPA,Matutino,088_IZ_IZP - EMILIO ROSAS,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-133175,Mujer,21-25,GUSTAVO A. MADERO,Único,207_NT_GAM - SALVADOR DÍAZ MIRÓN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-133178,Mujer,26-30,IZTAPALAPA,Matutino,175_IZ_IZP - PLAZA DE LOS JÓVENES,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133190,Mujer,26-30,ÁLVARO OBREGÓN,Vespertino,121_PT_AOB - GÓMEZ FARÍAS,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-133214,Mujer,21-25,IZTAPALAPA,Vespertino,217_IZ_IZP - LEYES DE REFORMA III SECCIÓN 2,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133220,Mujer,16-20,TLAHUAC,Vespertino,145_SU_TLH - COCODRILO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-133241,Mujer,21-25,IZTAPALAPA,Vespertino,218_IZ_IZP - CALMECAC,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133244,Mujer,21-25,IZTAPALAPA,Vespertino,020_IZ_IZP - CENTRAL DE ABASTO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133250,Mujer,36-40,IZTAPALAPA,Vespertino,223_IZ_IZP - LA COMUNA IZTAPALAPA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133256,Mujer,41-45,TLAHUAC,Vespertino,144_SU_TLH - ANA BOLENA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133283,Hombre,26-30,LA MAGDALENA CONTRERAS,Vespertino,231_SP_MAC - LA HIGUERA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133286,Mujer,41-45,XOCHIMILCO,Vespertino,154_SU_XOC - AHUALAPA,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-133289,Mujer,46-50,ÁLVARO OBREGÓN,Vespertino,040_PT_AOB - SANTA FE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133322,Mujer,16-20,IZTAPALAPA,Vespertino,226_IZ_IZP - SAN ANDRÉS TETEPILCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133331,Mujer,41-45,MIGUEL HIDALGO,Vespertino,037_PT_MIH - CANEGUÍN-ELVIA CARILLO PUERTO,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-133337,Hombre,16-20,BENITO JUAREZ,Matutino,054_CO_BEJ - MUNICIPIO LIBRE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133343,Hombre,16-20,IZTAPALAPA,Matutino,227_IZ_IZP - SAN LORENZO TEZONCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133346,Mujer,21-25,VENUSTIANO CARRANZA,Vespertino,278_CO_VCA - RITA GUERRERO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133352,Mujer,41-45,IZTACALCO,Vespertino,122_CO_IZT - IZTACCÍHUATL,No,No,No,No,Sí,Aceptado (pendiente de validación)
REG26-133379,Hombre,31-35,MIGUEL HIDALGO,Matutino,090_PT_MIH - ROSARIO IBARRA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133403,Mujer,31-35,IZTAPALAPA,Vespertino,220_IZ_IZP - SANTA MARÍA TOMATLÁN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133409,Hombre,31-35,AZCAPOTZALCO,Matutino,048_NT_AZC - SAN PEDRO XALPA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133418,Mujer,26-30,CUAJIMALPA DE MORELOS,Vespertino,158_PT_CUM - CONTADERO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133424,Hombre,31-35,ÁLVARO OBREGÓN,Matutino,044_PT_AOB - LOMAS DE LA ERA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-133430,Mujer,51+,COYOACÁN,Único,262_SP_COY - ENRIQUE DUSSEL,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133433,Mujer,41-45,IZTAPALAPA,Matutino,224_IZ_IZP - LOMAS DE LA ESTANCIA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-133463,Hombre,16-20,CUAUHTÉMOC,Vespertino,056_CO_CUH - GLORIETA DE LOS INSURGENTES,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133466,Mujer,26-30,IZTAPALAPA,Vespertino,026_IZ_IZP - FACUNDO CABRAL,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133472,Mujer,41-45,COYOACÁN,Vespertino,129_SP_COY - FRANCISCO J. MÚGICA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133478,Hombre,21-25,MIGUEL HIDALGO,Matutino,090_PT_MIH - ROSARIO IBARRA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133481,Mujer,41-45,VENUSTIANO CARRANZA,Matutino,249_CO_VCA - 20 DE NOVIEMBRE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133490,Hombre,26-30,IZTACALCO,Vespertino,050_CO_IZT - LA FORTALEZA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133496,Hombre,41-45,IZTAPALAPA,Vespertino,020_IZ_IZP - CENTRAL DE ABASTO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133502,Mujer,16-20,GUSTAVO A. MADERO,Vespertino,007_NT_GAM - BENITA GALEANA,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-133505,Mujer,21-25,COYOACÁN,Matutino,096_SP_COY - TAXQUEÑA,No,No,Sí,No,No,Aceptado (pendiente de validación)
REG26-133511,Mujer,16-20,MIGUEL HIDALGO,Vespertino,289_PT_MIH - TACUBAYA- NAHUI OLLIN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-133517,Hombre,31-35,IZTAPALAPA,Matutino,088_IZ_IZP - EMILIO ROSAS,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-133523,Mujer,36-40,ÁLVARO OBREGÓN,Matutino,044_PT_AOB - LOMAS DE LA ERA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133541,Mujer,31-35,GUSTAVO A. MADERO,Vespertino,092_NT_GAM - EJIDOS SAN JUAN DE ARAGÓN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-133556,Mujer,26-30,CUAJIMALPA DE MORELOS,Vespertino,158_PT_CUM - CONTADERO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133559,Hombre,31-35,TLALPAN,Matutino,148_SP_TLP - BOSQUES,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133565,Mujer,51+,TLAHUAC,Matutino,016_SU_TLH - GARCÍA LORCA - ZAPOTITLA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133568,Mujer,26-30,MILPA ALTA,Vespertino,058_SU_MIA - SAN BARTOLOMÉ XICOMULCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133577,Mujer,31-35,COYOACÁN,Matutino,021_SP_COY - EMILIANO ZAPATA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133583,Hombre,36-40,IZTAPALAPA,Matutino,053_IZ_IZP - RENOVACIÓN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133586,Mujer,21-25,IZTAPALAPA,Vespertino,027_IZ_IZP - CERRO DE LA ESTRELLA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133613,Hombre,31-35,GUSTAVO A. MADERO,Matutino,167_NT_GAM - REVOLUCIÓN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133616,Mujer,26-30,IZTAPALAPA,Matutino,124_IZ_IZP - CARLOTA BOTEY,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133619,Hombre,31-35,TLALPAN,Matutino,242_SP_TLP - DIF MIGUEL HIDALGO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133622,Hombre,41-45,ÁLVARO OBREGÓN,Vespertino,005_PT_AOB - JALALPA TEPITO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133634,Mujer,26-30,COYOACÁN,Vespertino,084_SP_COY - EL RELOJ,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133655,Hombre,41-45,GUSTAVO A. MADERO,Vespertino,170_NT_GAM - TABLAS DE SAN AGUSTÍN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133664,Hombre,41-45,AZCAPOTZALCO,Matutino,102_NT_AZC - PRO HOGAR,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-133670,Mujer,26-30,AZCAPOTZALCO,Matutino,048_NT_AZC - SAN PEDRO XALPA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133673,Mujer,21-25,TLALPAN,Vespertino,147_SP_TLP - BELVEDERE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133676,Mujer,51+,IZTACALCO,Matutino,185_CO_IZT - SANTA ANITA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133679,Hombre,21-25,VENUSTIANO CARRANZA,Vespertino,278_CO_VCA - RITA GUERRERO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133682,Hombre,41-45,AZCAPOTZALCO,Matutino,036_NT_AZC - SAN MIGUEL AMANTLA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133709,Mujer,41-45,GUSTAVO A. MADERO,Matutino,206_NT_GAM - MARTÍN CARRERA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-133715,Mujer,26-30,CUAUHTÉMOC,Vespertino,014_CO_CUH - JACOBO ÁRBENZ,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133724,Mujer,41-45,IZTACALCO,Matutino,137_CO_IZT - TEZONTLE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133727,Hombre,21-25,ÁLVARO OBREGÓN,Vespertino,293_PT_AOB - TOLTECAS -JOSÉ ZAMARRIPA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133730,Mujer,41-45,ÁLVARO OBREGÓN,Vespertino,121_PT_AOB - GÓMEZ FARÍAS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133739,Mujer,36-40,TLALPAN,Vespertino,243_SP_TLP - PEPE BERBERAN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133760,Hombre,31-35,AZCAPOTZALCO,Vespertino,002_NT_AZC - XALLI,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-133763,Mujer,26-30,CUAUHTÉMOC,Matutino,099_CO_CUH - SAN FRANCISCO TULTENCO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-133772,Mujer,51+,COYOACÁN,Matutino,096_SP_COY - TAXQUEÑA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133775,Mujer,41-45,IZTAPALAPA,Vespertino,218_IZ_IZP - CALMECAC,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133778,Mujer,21-25,GUSTAVO A. MADERO,Vespertino,212_NT_GAM - VILLA DE ARAGÓN,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-133781,Hombre,36-40,IZTACALCO,Matutino,137_CO_IZT - TEZONTLE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133808,Mujer,26-30,IZTAPALAPA,Vespertino,176_IZ_IZP - REFORMA POLÍTICA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133811,Hombre,21-25,ÁLVARO OBREGÓN,Vespertino,105_PT_AOB - OLIVAR DEL CONDE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133814,Mujer,51+,MILPA ALTA,Matutino,180_SU_MIA - SAN JERÓNIMO MIACATLAN,No,No,Sí,Sí,Sí,Aceptado (pendiente de validación)
REG26-133817,Hombre,26-30,AZCAPOTZALCO,Vespertino,260_NT_AZC - EL ROSARIO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133823,Hombre,46-50,VENUSTIANO CARRANZA,Vespertino,279_CO_VCA - TEPITO MORELOS,No,No,Sí,Sí,No,Aceptado (pendiente de validación)
REG26-133826,Mujer,31-35,COYOACÁN,Matutino,079_SP_COY - SANTA ANA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133847,Mujer,16-20,IZTAPALAPA,Vespertino,226_IZ_IZP - SAN ANDRÉS TETEPILCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133862,Hombre,26-30,GUSTAVO A. MADERO,Vespertino,007_NT_GAM - BENITA GALEANA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133868,Mujer,41-45,IZTAPALAPA,Matutino,012_IZ_IZP - GABRIELA MISTRAL,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133874,Mujer,26-30,ÁLVARO OBREGÓN,Vespertino,282_PT_AOB - SANTA ROSA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133886,Hombre,21-25,XOCHIMILCO,Vespertino,025_SU_XOC - SAN GREGORIO ATLAPULCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133895,Hombre,51+,IZTAPALAPA,Matutino,222_IZ_IZP - GUELATAO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-133904,Mujer,41-45,TLAHUAC,Matutino,085_SU_TLH - MIGUEL HIDALGO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-133907,Mujer,31-35,TLALPAN,Único,038_SP_TLP - ECOGUARDAS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133916,Hombre,26-30,IZTAPALAPA,Vespertino,221_IZ_IZP - PARQUE NACIONAL,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133934,Mujer,31-35,IZTAPALAPA,Vespertino,220_IZ_IZP - SANTA MARÍA TOMATLÁN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133943,Hombre,21-25,GUSTAVO A. MADERO,Vespertino,209_NT_GAM - SANTA MARÍA TICOMÁN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133952,Hombre,46-50,ÁLVARO OBREGÓN,Matutino,188_PT_AOB - PLATEROS I-EDUARDO DEL RIO “RIUS”,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133955,Hombre,16-20,IZTAPALAPA,Matutino,228_IZ_IZP - URSULO GALVAN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133994,Hombre,26-30,CUAUHTÉMOC,Vespertino,056_CO_CUH - GLORIETA DE LOS INSURGENTES,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-133997,Hombre,46-50,GUSTAVO A. MADERO,Único,208_NT_GAM - ARAGÓN II,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134012,Mujer,31-35,IZTAPALAPA,Matutino,138_IZ_IZP - EL MOLINO TEZONCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134027,Mujer,21-25,IZTAPALAPA,Matutino,216_IZ_IZP - SANTA MARÍA AZTAHUACÁN II,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134033,Mujer,31-35,TLAHUAC,Matutino,237_SU_TLH - SANTA CATARINA YECAHUIZOTL,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134045,Mujer,16-20,ÁLVARO OBREGÓN,Vespertino,003_PT_AOB - LA ARAÑA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134048,Hombre,46-50,GUSTAVO A. MADERO,Matutino,167_NT_GAM - REVOLUCIÓN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134060,Mujer,16-20,GUSTAVO A. MADERO,Vespertino,135_NT_GAM - VASCO DE QUIROGA,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-134075,Hombre,36-40,IZTAPALAPA,Vespertino,269_IZ_IZP - JOSÉ REVUELTAS,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-134090,Hombre,31-35,IZTAPALAPA,Vespertino,269_IZ_IZP - JOSÉ REVUELTAS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134096,Hombre,36-40,COYOACÁN,Matutino,096_SP_COY - TAXQUEÑA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134099,Mujer,41-45,IZTAPALAPA,Matutino,066_IZ_IZP - VILLA CID,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-134111,Hombre,16-20,IZTAPALAPA,Vespertino,215_IZ_IZP - APATLACO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134114,Mujer,21-25,IZTAPALAPA,Matutino,011_IZ_IZP - ACAHUALTEPEC,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134138,Mujer,31-35,IZTAPALAPA,Matutino,088_IZ_IZP - EMILIO ROSAS,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-134174,Hombre,26-30,IZTAPALAPA,Matutino,297_IZ_IZP - MARCELINO BUENDÍA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134180,Mujer,21-25,CUAUHTÉMOC,Matutino,132_CO_CUH - MARIANO ABASOLO,No,No,No,Sí,No,Aceptado (pendiente de validación)
